"stimulus","rt","response","type_of_trial","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","prolific_id","prolific_id_man","view_history","percent","estimate","distance","buyin","bet","result","cons","outcome_valence","error","manip_check","truth_bn","truth_lk","minimum","report","truth","question_order","wallet","success","earnings","bonus","low_thresholds","age","gender","race_ethnicity","income","education","ses","party","politics","religiosity","understand","confusing","annoying","issues","other_feedback"
"","5316","{""Q0"":""Guess whether money will be on the line or not"",""Q1"":""Decide the amount of money at stake for each round"",""Q2"":""On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","147","26714","0.0-7.0-124.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","1203","0","incorrect_response","html-button-response","148","26714","0.0-7.0-125.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6204","{""Q0"":""Guess whether money will be on the line or not"",""Q1"":""Decide which color to bet on"",""Q2"":""Only when the Reporter's estimate is lower than the number the Decider enters""}","comprehension","survey-multi-choice","149","26714","0.0-7.0-126.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","772","0","incorrect_response","html-button-response","150","26714","0.0-7.0-127.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6112","{""Q0"":""Estimate the percentage of the wheel that is black"",""Q1"":""Decide which color to bet on"",""Q2"":""On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","151","26714","0.0-7.0-128.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","914","0","incorrect_response","html-button-response","152","26714","0.0-7.0-129.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5490","{""Q0"":""Estimate the chance of winning of the wheel"",""Q1"":""Decide the smallest chance of winning where they are willing to bet the amount at stake"",""Q2"":""Only when the Reporter's estimate is lower than the number the Decider enters""}","comprehension","survey-multi-choice","153","26714","0.0-7.0-130.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: black"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: black"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","861","0","incorrect_response","html-button-response","154","26714","0.0-7.0-131.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6914","{""Q0"":""Guess whether money will be on the line or not"",""Q1"":""Decide whether or not the wheel will be spun"",""Q2"":""Every round, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","155","26714","0.0-7.0-132.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","621","0","incorrect_response","html-button-response","156","26714","0.0-7.0-133.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6719","{""Q0"":""Guess what number the Decider will enter"",""Q1"":""Decide the amount of money at stake for each round"",""Q2"":""On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","157","26714","0.0-7.0-134.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","784","0","incorrect_response","html-button-response","158","26714","0.0-7.0-135.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6541","{""Q0"":""Estimate the percentage of the wheel that is black"",""Q1"":""Decide the smallest chance of winning where they are willing to bet the amount at stake"",""Q2"":""Only when the Reporter's estimate is lower than the number the Decider enters""}","comprehension","survey-multi-choice","159","26714","0.0-7.0-136.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: black"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","564","0","incorrect_response","html-button-response","160","26714","0.0-7.0-137.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6357","{""Q0"":""Guess what number the Decider will enter"",""Q1"":""Decide the amount of money at stake for each round"",""Q2"":""Only when the Reporter's estimate is lower than the number the Decider enters""}","comprehension","survey-multi-choice","161","26714","0.0-7.0-138.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","938","0","incorrect_response","html-button-response","162","26714","0.0-7.0-139.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4677","{""Q0"":""Estimate the percentage of the wheel that is black"",""Q1"":""Decide the smallest chance of winning where they are willing to bet the amount at stake"",""Q2"":""Only when the Reporter's estimate is lower than the number the Decider enters""}","comprehension","survey-multi-choice","163","26714","0.0-7.0-140.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: black"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","883","0","incorrect_response","html-button-response","164","26714","0.0-7.0-141.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5143","{""Q0"":""Guess what number the Decider will enter"",""Q1"":""Decide the smallest chance of winning where they are willing to bet the amount at stake"",""Q2"":""On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","165","26714","0.0-7.0-142.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: black"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","457","0","incorrect_response","html-button-response","166","26714","0.0-7.0-143.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
